date,recovery_hrv,recovery_sleep,recovery_rhr,recovery_score,recovery_class
2025-09-11,35.68916143497335,3.988461247249965,36.34016278279548,24.7566667062257,Low
2025-09-12,91.97820000448515,71.15283047557232,89.44038591937311,84.05486714808765,High
2025-09-13,96.21145156476784,43.49124250591606,97.83096027014952,78.16425557051514,High
2025-09-14,24.944813244776388,3.9599323792265184,25.640324530510025,17.773982763267345,Low
2025-09-15,28.06707876491063,13.103827125456668,73.00581108213585,34.06462377040805,Moderate
2025-09-16,89.0743125394986,61.89862226279364,94.45007536764798,80.90676164968922,High
2025-09-17,11.60055595014096,31.58583284426656,14.588156887856002,19.34230309751368,Low
2025-09-18,14.781805967107676,26.113046788038442,8.695785625188469,17.22623516895364,Low
2025-09-19,30.069464789632775,69.24596688871665,38.881845978220596,45.984335821459084,Moderate
2025-09-20,6.016051478020558,2.093782746689566,5.693367257178184,4.562586366844117,Low
2025-09-21,52.46724931238441,54.234679208189945,10.950942763119848,42.706773138600205,Moderate
2025-09-22,25.501141022842663,21.303853961463606,56.87612178009835,31.875835740673914,Low
2025-09-23,71.69494591376774,67.15027835648992,42.640268729768756,62.84064297272076,Moderate
2025-09-24,49.62217587699833,21.761307075313642,29.118612899796176,34.744981052108145,Moderate
2025-09-25,31.340977798317127,20.11701890342087,41.53770802228555,29.961774741095546,Low
2025-09-26,42.22641383362228,81.16166017027258,70.97941936349797,63.04200143391881,Moderate
2025-09-27,60.81439095815705,81.21406793711708,81.26991610501756,73.06815918750819,High
2025-09-28,42.83541153178933,13.996233267238656,11.955187330877804,25.021643088968712,Low
2025-09-29,32.59761492866304,21.807789462071806,20.57242652178394,25.814878913636335,Low
2025-09-30,48.95441380858546,78.44250078212953,57.88516269863877,61.50793147183921,Moderate
2025-10-01,30.14096063151662,31.65370629038449,43.08697783124001,33.90692591205122,Moderate
2025-10-02,78.3354381581083,84.57719140507503,87.91260121869419,82.91434255969313,High
2025-10-03,62.49662664185833,5.196541564212319,94.64152976360965,50.47782264512006,Moderate
2025-10-04,80.97934280559964,62.497446825866156,67.44421950860452,71.12689838844415,High
2025-10-05,57.68734212954117,76.9770110415655,52.819255283013014,63.22170453711765,Moderate
2025-10-06,66.27840222129483,85.95426708340246,65.44529885495794,72.95667908144827,High
2025-10-07,76.80938749472595,80.76930674015746,84.47350869654639,80.1113895310821,High
2025-10-08,45.39098881068396,85.51764810439448,83.5679817005613,68.97956778595197,High
2025-10-09,23.843221357206232,25.064468068314262,73.57245989145939,36.702967339657334,Moderate
2025-10-10,28.57221016389453,53.203710406725556,50.0,42.55018270791175,Moderate
2025-10-11,15.102059350298951,49.19323713361269,24.98819171255031,29.505504665021597,Low
2025-10-12,14.35708423074747,13.735717775861364,17.617885755667515,14.954806352767344,Low
2025-10-13,69.52642688656164,70.097795072619,78.61112212786286,71.99757956200702,High
2025-10-14,,,17.74964491787132,,
2025-10-15,58.73079249196133,85.06384763301035,85.77199587352523,74.70766263671946,High
2025-10-16,41.8500495730535,76.00032422790127,78.90718824345763,63.06693036985125,Moderate
2025-10-17,26.06053644979159,76.59092025529128,77.4268579103612,56.587751146858885,Moderate
2025-10-18,28.912150950362882,16.9928875347503,50.0,30.012371017307757,Low
2025-10-19,12.700350234880768,69.9132526155072,15.075028127105739,33.318535541156265,Moderate
2025-10-20,9.91192867102485,11.279305999852072,13.613524866297766,11.315909784932607,Low
2025-10-21,13.781172416597752,65.3681668469006,21.076377880924063,33.660421833285326,Moderate
2025-10-22,2.9376442503197326,59.409868415947514,8.348986290681141,24.055758218379808,Low
2025-10-23,38.89615051606289,83.72882090801795,36.158156371155656,53.90308661702035,Moderate
2025-10-24,13.67834733587512,59.54585718882254,14.8977152153589,30.03681775427766,Low
2025-10-25,17.43468305751856,60.42520111869554,24.727228758739834,34.30450080423582,Moderate
2025-10-26,13.686685972389625,27.963506038860817,16.765285569924043,19.45322289503815,Low
2025-10-27,77.1449444456367,86.22579983627959,54.93738664323102,74.77135438176029,High
2025-10-28,55.08545804061625,57.79838050773869,67.22167569133495,59.069035316788785,Moderate
2025-10-29,40.11161457316238,24.486187366407993,65.6983226796264,41.03939207741435,Moderate
2025-10-30,27.93763494809469,67.93486944227153,23.475689387420346,40.821180630887994,Moderate
2025-10-31,28.632727127810618,68.87998655018451,9.361164109066616,37.90137717095548,Moderate
2025-11-01,26.1186771799623,35.80215761021492,6.706201155191526,24.65477632435802,Low
2025-11-02,27.686404168313985,66.64892199659194,59.88677718225455,49.37337866169641,Moderate
2025-11-03,11.834415021903148,54.01210993045125,12.154678057893415,26.676673998892554,Low
2025-11-04,15.890304606614485,80.49956130713173,33.200510004304725,42.831095801218076,Moderate
2025-11-05,59.25948571794638,76.73181592787675,14.167915740628782,54.10190879709261,Moderate
2025-11-06,19.311903029004192,15.901660343466974,9.416340752470356,15.644427519932707,Low
2025-11-07,8.153898987811818,36.11305169365924,3.9639411635615556,16.89211297879585,Low
2025-11-08,18.9926489075589,26.188669306856514,5.168333958037303,18.055177309932667,Low
2025-11-09,94.68254548932069,44.18293435179229,63.62732727036525,69.24387703644689,High
2025-11-10,87.25321034092154,68.9523979077513,35.96273436602627,68.02530699558814,High
2025-11-11,90.44802893021841,82.69400116590906,63.15098930329349,80.90985930597891,High
2025-11-12,82.87204285373215,92.51998607743293,85.11028315110678,86.80838305637108,High
2025-11-13,26.679526499239273,60.247047555190434,74.83268752003646,50.46644912402148,Moderate
2025-11-14,39.88070430137863,23.151025057927075,35.84966166864426,33.01755590798699,Moderate
2025-11-15,47.693672328324126,19.883766072070728,68.22154159696409,43.09217245579543,Moderate
2025-11-16,85.30219847152252,8.887512204859547,55.208768022098425,51.03370066583446,Moderate
2025-11-17,66.29229072686941,25.330064620005473,90.30162625178923,57.95784547069699,Moderate
2025-11-18,94.28396298741615,62.98374302502063,88.79787278687219,81.95736345044173,High
2025-11-19,97.131940267122,92.5541606688879,79.05108148818009,91.0095027130046,High
2025-11-20,96.41287720708543,85.75494976405048,91.87496029565997,91.54812337416683,High
2025-11-21,16.82585965422893,1.3154656869453523,32.9224868994763,15.421378576991518,Low
2025-11-22,24.863393536494854,3.355596907650709,22.03604417610894,16.628827376302926,Low
2025-11-23,89.50821829026626,23.512967757032673,84.86886215934668,65.25004157090461,Moderate
2025-11-24,31.449174823144162,7.839985836091933,74.37498080170238,33.917410172315435,Moderate
2025-11-25,69.47861671586334,80.67890315110772,73.13756131625071,74.31345311829571,High
2025-11-26,50.898736579474395,5.247457196818591,13.415003816327284,25.549855604758086,Low
2025-11-27,10.340000567941708,12.874620346031213,63.20034243800337,24.44220295778845,Low
2025-11-28,84.5922258563013,91.5281270640419,85.10228478464101,87.14730601109544,High
2025-11-29,24.645524803078246,73.02198511710084,62.70751520302186,51.092783512972055,Moderate
2025-11-30,73.94953492108166,53.525790831006724,93.4216828245469,71.66926146542174,High
2025-12-01,50.3359523863034,16.10855027938669,80.4320085571354,45.88037569159056,Moderate
2025-12-02,6.894611230086778,15.167509635400773,19.795579359766798,13.015367704366682,Low
2025-12-03,28.499483692565544,73.20625840845389,56.76886792433558,51.21420090106897,Moderate
2025-12-04,81.79920696992623,,19.498679435463682,,
2025-12-05,,81.96912974102618,91.64594039260835,,
2025-12-06,22.974720274990425,16.517419571725675,17.56130637904952,19.36131155486254,Low
2025-12-07,60.81972802113956,69.75235162162683,24.14308030722606,54.77698435283173,Moderate
2025-12-08,72.28586916733005,74.10942046645641,33.00257344614163,63.103288191727174,Moderate
2025-12-09,31.02599064467822,53.52584397146166,4.416165544222526,32.248483033938506,Low
2025-12-10,28.111380624603015,72.23649817674608,36.04322268018907,45.538132281749604,Moderate
2025-12-11,29.560247214508106,63.19551213091856,23.942812822761596,39.92823133731514,Moderate
2025-12-12,,,3.7308344592954845,,
2025-12-13,29.945070651833973,65.61697155656674,69.78244123943327,52.38957861539026,Moderate
2025-12-14,48.52598129932187,23.20327376200427,12.00786513265262,30.5335046195934,Low
2025-12-15,71.32537039962335,67.3994876472946,69.64749563952776,69.53184274628438,High
2025-12-16,,,5.519042743243057,,
2025-12-17,22.367562503661684,71.21523602704102,10.528927271472483,36.504589428797146,Moderate
2025-12-18,17.814012424677465,33.29309961153971,37.14931372611967,28.065518265439803,Low
2025-12-19,,,5.518445358274769,,
2025-12-20,18.86963357053951,26.761343555424663,10.064164129120751,19.430364704894625,Low
2025-12-21,26.63376293927831,71.50705074477982,23.919382944015197,41.66081867238806,Moderate
2025-12-22,5.371736413311659,21.27206244216041,16.987241966614924,13.840726911734539,Low
2025-12-23,42.021947285229814,69.99982701104423,12.675056368668441,44.47748246012452,Moderate
2025-12-24,31.474050902206102,65.8669855637466,28.864585995571666,42.859211807086666,Moderate
2025-12-25,20.072791049346147,73.64125487060602,21.500227446419803,39.17861248605552,Moderate
2025-12-26,63.29792724208408,24.269167438810175,21.942494382074564,39.29900309593583,Moderate
2025-12-27,55.700464787704526,86.53068451708265,55.25400536080481,66.37942683626194,High
2025-12-28,13.074655510267709,78.08308623547654,16.3351729710681,36.6427356292909,Moderate
2025-12-29,53.47692674506898,81.94737385488477,35.795139129962095,59.02113632972778,Moderate
2025-12-30,7.697836856831437,36.713229306268005,7.517664556866781,17.80818113914307,Low
2025-12-31,,,5.560780457185905,,
2026-01-01,12.207432836186381,75.69308615730819,15.761971186667626,35.31604608619933,Moderate
2026-01-02,39.82866627725735,70.17186903090622,48.23852373850917,52.55125160634741,Moderate
2026-01-03,62.905647851057125,91.69786309909666,81.11559126528904,77.53540904142893,High
2026-01-04,23.91627617205351,48.902725161716745,3.985828558562916,27.67892141506299,Low
2026-01-05,16.25643197528235,64.02522048867978,28.82117513431508,36.11669374472963,Moderate
2026-01-06,27.171122350748963,41.71648085770911,30.21409661123823,33.02274139330733,Moderate
2026-01-07,50.96103679756987,61.8844300343315,21.311813378783587,47.37191857573987,Moderate
2026-01-08,59.885557066042374,91.06486221186351,71.5359794147691,73.71091945426146,High
2026-01-09,23.286668474185667,79.77270378846056,33.22334915558028,45.540951004530534,Moderate
2026-01-10,94.44185328661413,70.71256534738906,34.70568036744887,71.20255927809404,High
2026-01-11,58.66826134034335,60.50382256872174,23.239614901418058,50.45354616054446,Moderate
2026-01-12,89.12989347566507,66.78430519509602,67.6775824352216,75.94585981735503,High
2026-01-13,36.47508433717465,34.09887869902563,37.22025183590518,35.82970423850512,Moderate
2026-01-14,82.45228879396473,71.99413920539943,95.26334613895926,81.99470077421552,High
2026-01-15,91.7530044192512,41.18175842443996,96.29371168636514,75.18824513784575,High
2026-01-16,51.788284871294415,45.84389736944583,65.97162499460316,53.2535842764746,Moderate
2026-01-17,92.33595444521765,88.48382409693117,52.2009799099674,80.95396518950483,High
2026-01-18,81.5343800069894,45.83380394902765,22.559637077028153,54.295492654212474,Moderate
2026-01-19,92.4385715749534,64.97633952050637,51.65544979718694,72.63100991145532,High
2026-01-20,77.40549383536856,36.90641717712659,36.51661204639369,53.00859655774015,Moderate
2026-01-21,81.12146877094746,80.53188620396689,67.89208936918752,77.60777002206427,High
2026-01-22,87.64675829788654,71.35554172633016,79.05108148817973,79.7959132954151,High
2026-01-23,82.51405578213907,74.46572622738297,51.092291805000386,71.84169944368976,High
2026-01-24,64.28665177346942,59.37763847175837,86.8621158422744,68.2123631350718,High
2026-01-25,76.49910213054159,50.227958185618974,85.55477108574183,69.56811898861874,High
2026-01-26,70.34777553603371,51.876901831015104,34.64574208811165,54.95746137729668,Moderate
2026-01-27,61.92590044964435,15.258323903666462,76.77956903032852,49.30566580372313,Moderate
2026-01-28,61.65262660690597,66.5968465415895,63.7950975142815,63.91872131088909,Moderate
2026-01-29,84.19783766298904,64.74523456129425,84.70909191709494,77.51724014092234,High
2026-01-30,72.62171151707334,24.51322201133607,28.12031256603237,44.65839045230505,Moderate
2026-01-31,63.490871511048546,76.86654594656228,42.08709152132876,62.82141256604841,Moderate
2026-02-01,62.18726865366549,80.42347725623347,73.46996354426346,71.39061538721377,High
2026-02-02,52.79663594344919,72.8421683427403,43.51647928405785,57.49253311835324,Moderate
2026-02-03,3.1989781565556226,0.2522148978720062,39.365681506033276,11.20928685338577,Low
2026-02-04,10.77278155492534,72.96442759595682,75.20745131659137,48.64852510970287,Moderate
2026-02-05,25.05132737705622,6.548526304669809,3.2967577420268515,13.136704592963635,Low
2026-02-06,,,,,
2026-02-07,,,24.198919683215426,,
2026-02-08,27.83499837171982,91.2678540735438,85.05502263253913,64.34150393256304,Moderate
2026-02-09,59.126696532018116,63.958181579648766,83.4945731642197,66.90968545673924,High
2026-02-10,10.605913718760927,54.18744061944729,34.20785200993116,31.759932706793712,Low
2026-02-11,23.117744666105015,10.045286468596503,82.3316921914252,33.345871178307085,Moderate
2026-02-12,38.71613003212843,71.58985730616972,80.78941760075904,60.74025647020053,Moderate
2026-02-13,5.73066083818282,22.083613293454206,68.37229567891237,27.114602907710193,Low
2026-02-14,43.31026357115865,85.53122748041892,52.89069133140846,60.4827078794622,Moderate
2026-02-15,2.101335331394327,3.2129285692762224,1.7045469943908924,2.3911958804021314,Low
2026-02-16,13.559457889679367,64.59623128057628,14.098975758282652,31.557208043644103,Low
2026-02-17,85.16128352043592,51.95604182945911,55.54772812873157,66.13606008066796,High
2026-02-18,,,82.5754870033325,,
2026-02-19,60.09704441429609,85.5210462852773,88.9804435594571,76.21629485542977,High
2026-02-20,34.68058007891152,25.905105553605054,79.13421955592706,42.722573864308146,Moderate
2026-02-21,54.62062425305902,88.58205054079536,65.80967487199237,69.30438610850007,High
2026-02-22,65.19800028220276,62.336123264279394,33.1458180494436,56.18329776773979,Moderate
2026-02-23,79.7129040539825,74.83527366944521,50.59336562479798,70.72584881209832,High
2026-02-24,79.7129040539825,54.006613484814224,51.808723478182856,63.739657210823694,Moderate
2026-02-25,88.5062617622792,76.66717736411717,66.97615493266608,78.98005551551921,High
2026-02-26,62.97838616423294,59.301567490147065,34.103137709505496,54.47268751462102,Moderate
2026-02-27,87.25664480513585,55.68360266316767,93.21158350423349,77.6948147302214,High
2026-02-28,28.533719179555604,2.9907125717740115,21.63868439650721,17.869908171069948,Low
2026-03-01,,,7.765636007441171,,
2026-03-02,5.9456729134091635,72.85147459307956,36.53143733080082,37.009144605641715,Moderate
2026-03-03,,,5.7503428494328,,
2026-03-04,44.44167254471597,70.30572004660628,17.863207864541824,46.849473000334044,Moderate
2026-03-05,25.82779665865004,65.49839076319121,12.040692090238592,36.26572845313659,Moderate
2026-03-06,8.310351790196098,71.65109341104608,44.0870971778906,39.42379770441721,Moderate
2026-03-07,7.620690428387642,48.42809092253628,18.5396279240981,24.633014975267276,Low
2026-03-08,5.407069475345202,33.713218230870716,4.830599153907845,15.170103959419793,Low
2026-03-09,64.41840607390135,4.055501504041428,58.839624177554185,41.89669400036359,Moderate
2026-03-10,85.40186832529638,73.48330248010198,72.1193397188041,77.90973812785526,High
2026-03-11,34.00076897326087,19.156166685621162,72.71319270120831,38.483264104573834,Moderate
2026-03-12,80.74235505773974,70.92604229830145,71.8159758802471,75.07505079756318,High
2026-03-13,33.00723321043828,23.088815661384483,60.054930401141746,36.29771136594532,Moderate
2026-03-14,27.816167230519017,73.43128613546236,47.03244649827864,48.58552866418909,Moderate
2026-03-15,8.696451267112186,52.080264627169,5.7936722993740375,23.155091201197532,Low
2026-03-16,57.88090924706333,70.37008512084844,64.11142765256072,63.80975040426247,Moderate
2026-03-17,90.25713384597321,71.99965396446188,74.45163354519502,79.9156408122497,High
2026-03-18,52.50176416388898,1.2706798604829452,45.99325745323365,32.94375798003304,Low
2026-03-19,39.532807863352765,62.64652968745823,46.48746860575557,49.361275687390375,Moderate
2026-03-20,47.1816836344605,52.71029559341725,75.02123482959092,56.07658561887797,Moderate
2026-03-21,10.557883324865022,47.23725859705457,34.12105395559995,29.286457327815093,Low
2026-03-22,15.176218653326522,10.818427110806978,14.082790218849157,13.37763450482534,Low
2026-03-23,16.722422390369058,56.85444738449089,25.13477550813085,32.871719417752146,Low
2026-03-24,22.70167060546072,60.39318337259589,16.327978011414086,34.30027692544637,Moderate
2026-03-25,29.802700721146827,40.84875139087426,28.052646310411482,33.231304852867595,Moderate
2026-03-26,38.01709922209223,41.463096567980024,58.34511340794209,44.30520183961542,Moderate
2026-03-27,47.69729862975399,49.74233866232156,73.15424514174961,54.77729926915154,Moderate
2026-03-28,10.29391919672224,70.02980569075032,11.479577379234156,31.497894015260048,Low
2026-03-29,30.510511492965062,72.55198309413309,32.43570892504266,45.70632591139327,Moderate
2026-03-30,11.779131083527183,31.264696183473486,4.298050728101739,16.728808779652027,Low
